Wall time,Step,Value
1735931047.3409002,50,0.1348000019788742
1735931061.8904517,100,0.1324000060558319
1735931076.375012,150,0.11840000003576279
1735931090.8020277,200,0.13930000364780426
1735931105.2834496,250,0.12489999830722809
1735931119.7438161,300,0.12680000066757202
1735931134.2264206,350,0.11890000104904175
1735931148.7336218,400,0.13819999992847443
1735931163.2262664,450,0.11649999767541885
1735931177.755913,500,0.12120000272989273
1735931192.259947,550,0.12600000202655792
1735931206.7895472,600,0.12049999833106995
1735931221.342664,650,0.12610000371932983
1735931235.8861418,700,0.1356000006198883
1735931250.5053854,750,0.13819999992847443
1735931265.2599506,800,0.12860000133514404
1735931279.7929223,850,0.11580000072717667
1735931294.5251112,900,0.13740000128746033
1735931309.114196,950,0.14259999990463257
1735931323.6181986,1000,0.14399999380111694
1735931338.2242672,1050,0.12229999899864197
1735931352.8025765,1100,0.13300000131130219
1735931367.4214015,1150,0.13940000534057617
1735931382.1068892,1200,0.13950000703334808
1735931396.6454046,1250,0.13850000500679016
1735931411.4110522,1300,0.14259999990463257
1735931425.9339216,1350,0.1500999927520752
1735931440.457898,1400,0.1370999962091446
1735931455.029236,1450,0.12540000677108765
1735931469.8829818,1500,0.14069999754428864
1735931484.569713,1550,0.1500999927520752
1735931499.2134302,1600,0.14669999480247498
1735931513.7731152,1650,0.1477999985218048
1735931528.4920564,1700,0.164900004863739
1735931543.0685344,1750,0.14149999618530273
1735931557.5831623,1800,0.14300000667572021
1735931572.118315,1850,0.14579999446868896
1735931586.6376863,1900,0.14959999918937683
1735931601.1793528,1950,0.15710000693798065
1735931615.7476802,2000,0.14239999651908875
1735931630.270536,2050,0.15569999814033508
1735931644.8537483,2100,0.13899999856948853
1735931659.428795,2150,0.1420000046491623
1735931674.2380326,2200,0.1664000004529953
1735931688.7703357,2250,0.1371999979019165
1735931703.2864087,2300,0.14159999787807465
1735931718.0009072,2350,0.12870000302791595
1735931732.5949397,2400,0.16380000114440918
1735931747.1034508,2450,0.14249999821186066
1735931761.64906,2500,0.14229999482631683
1735931776.1753333,2550,0.14509999752044678
1735931790.679025,2600,0.131400004029274
1735931805.3342721,2650,0.1420000046491623
1735931820.0167518,2700,0.1387999951839447
1735931834.5431287,2750,0.14399999380111694
1735931849.0478113,2800,0.15289999544620514
1735931930.74575,2850,0.1396999955177307
1735931945.295619,2900,0.11230000108480453
1735931959.8151917,2950,0.11559999734163284
1735931974.406322,3000,0.10140000283718109
1735931989.0248277,3050,0.10930000245571136
1735932003.5482872,3100,0.10819999873638153
1735932018.0892863,3150,0.08380000293254852
1735932032.600196,3200,0.10580000281333923
1735932047.146425,3250,0.1096000000834465
1735932061.7042723,3300,0.09309999644756317
1735932076.2658815,3350,0.11479999870061874
1735932090.8811915,3400,0.10819999873638153
1735932105.4926124,3450,0.10409999638795853
1735932120.0243125,3500,0.0997999981045723
1735932134.649948,3550,0.1103999987244606
1735932149.181884,3600,0.10480000078678131
1735932163.6771173,3650,0.09929999709129333
1735932178.2189941,3700,0.10740000009536743
1735932192.738326,3750,0.11209999769926071
1735932207.2435827,3800,0.1005999967455864
1735932221.824859,3850,0.10429999977350235
1735932236.491641,3900,0.11550000309944153
1735932251.048521,3950,0.09759999811649323
1735932265.5668833,4000,0.10400000214576721
1735932280.0712953,4050,0.10379999876022339
1735932294.6059568,4100,0.12520000338554382
1735932309.142658,4150,0.10639999806880951
1735932323.8653998,4200,0.10159999877214432
1735932338.4833636,4250,0.11299999803304672
