Wall time,Step,Value
1735931108.313654,50,0.35339999198913574
1735931122.5359483,100,0.33009999990463257
1735931136.8455644,150,0.3296000063419342
1735931151.1920586,200,0.3517000079154968
1735931165.5372353,250,0.33889999985694885
1735931179.9527476,300,0.3125
1735931194.3963869,350,0.3407000005245209
1735931208.8097787,400,0.3416999876499176
1735931223.2536821,450,0.3368000090122223
1735931237.7036836,500,0.3222000002861023
1735931252.1620777,550,0.3285999894142151
1735931266.630159,600,0.36579999327659607
1735931281.1129165,650,0.34619998931884766
1735931295.593125,700,0.335099995136261
1735931310.0703738,750,0.3547999858856201
1735931324.5477784,800,0.3409999907016754
1735931339.0167637,850,0.34779998660087585
1735931353.4699473,900,0.3614000082015991
1735931367.959416,950,0.3767000138759613
1735931382.4422815,1000,0.3734000027179718
1735931396.9315536,1050,0.34389999508857727
1735931411.4166129,1100,0.35249999165534973
1735931425.91931,1150,0.3589000105857849
1735931440.403538,1200,0.3409999907016754
1735931454.9114294,1250,0.3578000068664551
1735931469.4060607,1300,0.350600004196167
1735931483.9013405,1350,0.3693999946117401
1735931498.396554,1400,0.34689998626708984
1735931512.914821,1450,0.37450000643730164
1735931527.3836286,1500,0.362199991941452
1735931541.8989038,1550,0.38510000705718994
1735931556.4063935,1600,0.3596999943256378
1735931570.9020634,1650,0.3698999881744385
1735931585.3948889,1700,0.34929999709129333
1735931599.905873,1750,0.3531000018119812
1735931614.4027112,1800,0.3467000126838684
1735931628.9100661,1850,0.3630000054836273
1735931643.4082496,1900,0.38670000433921814
1735931657.8874733,1950,0.37709999084472656
1735931672.3570383,2000,0.34599998593330383
1735931686.8587222,2050,0.38280001282691956
1735931701.348763,2100,0.35749998688697815
1735931715.8378193,2150,0.3725999891757965
1735931730.3316367,2200,0.36309999227523804
1735931744.829665,2250,0.3822999894618988
1735931759.3216345,2300,0.36480000615119934
1735931773.8300564,2350,0.36629998683929443
1735931788.348404,2400,0.38510000705718994
1735931802.861026,2450,0.3727000057697296
1735931817.4194672,2500,0.36489999294281006
1735931831.9962034,2550,0.36649999022483826
1735931846.532913,2600,0.3702999949455261
1735931861.091512,2650,0.3587999939918518
1735931875.6652834,2700,0.3788999915122986
1735931890.206486,2750,0.3562999963760376
1735931904.7297285,2800,0.3693999946117401
1735931919.235287,2850,0.35659998655319214
1735931933.6973739,2900,0.34779998660087585
1735931948.1119974,2950,0.36250001192092896
1735931962.5368404,3000,0.3686000108718872
1735931976.9285235,3050,0.3723999857902527
1735932009.3497653,3100,0.29589998722076416
1735932023.7138028,3150,0.23180000483989716
1735932038.0721784,3200,0.2644999921321869
1735932052.4602969,3250,0.2619999945163727
1735932066.8410747,3300,0.2549000084400177
1735932081.1923187,3350,0.25
1735932095.5525465,3400,0.2630999982357025
1735932109.9298468,3450,0.2526000142097473
1735932124.3237607,3500,0.25
1735932138.6994069,3550,0.2542000114917755
1735932153.0760756,3600,0.23489999771118164
1735932167.4390886,3650,0.26510000228881836
1735932181.809189,3700,0.25429999828338623
1735932196.1776597,3750,0.27730000019073486
1735932210.5531547,3800,0.2624000012874603
1735932224.9253645,3850,0.2475000023841858
1735932239.3176327,3900,0.25679999589920044
1735932253.693443,3950,0.2687999904155731
1735932268.0743265,4000,0.2554999887943268
1735932282.4505434,4050,0.2727000117301941
1735932296.8334148,4100,0.26579999923706055
1735932311.208431,4150,0.2587999999523163
1735932325.594636,4200,0.25380000472068787
1735932339.9885657,4250,0.26339998841285706
1735932354.3801787,4300,0.27079999446868896
1735932368.7827506,4350,0.25949999690055847
1735932383.2005289,4400,0.2581000030040741
1735932397.5796814,4450,0.25929999351501465
1735932412.0020432,4500,0.2678999900817871
1735932426.4348345,4550,0.27140000462532043
1735932440.8350043,4600,0.2671999931335449
1735932455.225759,4650,0.2624000012874603
1735932469.633231,4700,0.2639000117778778
1735932484.027996,4750,0.2833999991416931
1735932498.4338577,4800,0.2671999931335449
1735932512.8568807,4850,0.26089999079704285
1735932527.251533,4900,0.26080000400543213
1735932541.654756,4950,0.2662999927997589
1735932556.0707958,5000,0.25
1735932570.4948719,5050,0.2802000045776367
1735932584.894456,5100,0.27649998664855957
1735932599.310094,5150,0.2574999928474426
1735932613.727931,5200,0.267300009727478
1735932628.1404665,5250,0.2612000107765198
1735932642.5459876,5300,0.257099986076355
1735932656.9624326,5350,0.25690001249313354
1735932671.3725364,5400,0.2583000063896179
1735932685.796848,5450,0.24899999797344208
1735932700.2005079,5500,0.265500009059906
