Wall time,Step,Value
1735922197.950726,50,0.40639999508857727
1735922212.196111,100,0.3962000012397766
1735922226.4891493,150,0.3919000029563904
1735922240.824242,200,0.40939998626708984
1735922255.1703963,250,0.398499995470047
1735922269.543406,300,0.4262000024318695
1735922283.9316285,350,0.39980000257492065
1735922298.3790088,400,0.40790000557899475
1735922312.8430884,450,0.3781999945640564
1735922327.3657515,500,0.38359999656677246
1735922341.9488115,550,0.4154999852180481
1735922356.5874941,600,0.39590001106262207
1735922371.1849568,650,0.40549999475479126
1735922385.7833717,700,0.4016000032424927
1735922400.389567,750,0.40119999647140503
1735922414.9793174,800,0.4032999873161316
1735922429.5751393,850,0.4041000008583069
1735922444.1545968,900,0.4442000091075897
1735922458.7153182,950,0.4083999991416931
1735922473.2556908,1000,0.40779998898506165
1735922487.7594125,1050,0.4235999882221222
1735922502.2269576,1100,0.4016000032424927
1735922516.7119875,1150,0.4180000126361847
1735922531.1968338,1200,0.4131999909877777
1735922545.6573489,1250,0.4456000030040741
1735922560.1266108,1300,0.41679999232292175
1735922574.6135876,1350,0.43459999561309814
1735922589.0986457,1400,0.4189999997615814
1735922603.5783165,1450,0.4438999891281128
1735922618.0520763,1500,0.4300000071525574
1735922632.5251646,1550,0.4341000020503998
1735922647.004839,1600,0.4586000144481659
1735922661.505491,1650,0.42399999499320984
1735922675.9500716,1700,0.4253999888896942
1735922690.426989,1750,0.4068000018596649
1735922704.9130442,1800,0.43959999084472656
1735922719.3822556,1850,0.4383000135421753
1735922733.8454285,1900,0.42089998722076416
1735922748.3299766,1950,0.4406999945640564
1735922762.8226423,2000,0.4431999921798706
1735922777.3145514,2050,0.427700012922287
1735922791.8126776,2100,0.4287000000476837
1735922806.2835066,2150,0.421999990940094
1735922820.76814,2200,0.45320001244544983
1735922835.3058567,2250,0.43540000915527344
1735922849.7986777,2300,0.430400013923645
1735922864.3062632,2350,0.438400000333786
1735922878.815826,2400,0.4424999952316284
1735922893.295126,2450,0.42899999022483826
1735922907.7513416,2500,0.4381999969482422
1735922922.2088702,2550,0.45190000534057617
1735922936.712385,2600,0.459199994802475
1735922951.209146,2650,0.44589999318122864
1735922965.669633,2700,0.43309998512268066
1735922980.1029367,2750,0.4596000015735626
1735922994.5618834,2800,0.4413999915122986
1735923009.0093768,2850,0.41499999165534973
1735923023.4839475,2900,0.4440000057220459
1735923037.9630134,2950,0.43810001015663147
1735923052.423904,3000,0.4251999855041504
1735923066.8602126,3050,0.424699991941452
1735923099.4882994,3100,0.3741999864578247
1735923113.862463,3150,0.3100000023841858
1735923128.242968,3200,0.3077000081539154
1735923142.628347,3250,0.2955000102519989
1735923157.0095334,3300,0.29330000281333923
1735923171.404493,3350,0.28850001096725464
1735923185.769827,3400,0.2976999878883362
1735923200.1576123,3450,0.32179999351501465
1735923214.545586,3500,0.3100000023841858
1735923228.925808,3550,0.32519999146461487
1735923243.2875245,3600,0.3255000114440918
1735923257.6802316,3650,0.313400000333786
1735923272.0737238,3700,0.2874999940395355
1735923286.4806879,3750,0.29019999504089355
1735923300.880061,3800,0.3100999891757965
1735923315.2898922,3850,0.32420000433921814
1735923329.7034686,3900,0.31700000166893005
1735923344.1380455,3950,0.3125999867916107
1735923358.5908992,4000,0.31929999589920044
1735923373.090118,4050,0.2912999987602234
1735923387.6790104,4100,0.30140000581741333
1735923402.3243217,4150,0.3278000056743622
1735923416.950646,4200,0.30480000376701355
1735923431.577262,4250,0.3124000132083893
1735923446.1883714,4300,0.3068999946117401
1735923460.773284,4350,0.29910001158714294
1735923475.349246,4400,0.2935999929904938
1735923489.9043615,4450,0.30550000071525574
1735923504.4300303,4500,0.3098999857902527
1735923518.9168,4550,0.3278999924659729
1735923533.391297,4600,0.3314000070095062
1735923547.831722,4650,0.32030001282691956
1735923562.2808006,4700,0.29350000619888306
1735923576.735788,4750,0.3237000107765198
1735923591.174034,4800,0.28450000286102295
1735923605.6113136,4850,0.3109000027179718
1735923620.0696573,4900,0.3190000057220459
1735923634.5707252,4950,0.30709999799728394
1735923649.0758727,5000,0.3111000061035156
1735923663.5620828,5050,0.31299999356269836
1735923678.0366867,5100,0.3061999976634979
1735923692.513117,5150,0.31690001487731934
1735923706.9866261,5200,0.31200000643730164
1735923721.4068112,5250,0.2946000099182129
1735923735.86455,5300,0.27149999141693115
1735923750.340608,5350,0.3255999982357025
1735923764.7903707,5400,0.3154999911785126
1735923779.2590413,5450,0.3353999853134155
1735923793.716483,5500,0.32429999113082886
1735923808.1686885,5550,0.3206000030040741
1735923822.6065118,5600,0.30630001425743103
1735923837.043262,5650,0.31060001254081726
1735923851.4718537,5700,0.3037000000476837
1735923865.9324744,5750,0.2994999885559082
1735923880.385955,5800,0.3260999917984009
1735923894.8306017,5850,0.33880001306533813
1735923909.2826135,5900,0.3264000117778778
1735923923.7477856,5950,0.3181999921798706
1735923938.1903284,6000,0.3203999996185303
1735923952.6617606,6050,0.304500013589859
1735923967.0870185,6100,0.3292999863624573
1735923999.7060025,6150,0.2989000082015991
1735924014.106937,6200,0.1664000004529953
1735924028.5067384,6250,0.2046000063419342
1735924042.905164,6300,0.1754000037908554
1735924057.2930896,6350,0.18019999563694
1735924071.7117589,6400,0.1876000016927719
1735924086.1121845,6450,0.17640000581741333
1735924100.5192776,6500,0.1673000007867813
1735924114.9135547,6550,0.17960000038146973
1735924129.3300738,6600,0.18950000405311584
1735924143.736032,6650,0.1615999937057495
1735924158.1514242,6700,0.20409999787807465
1735924172.564129,6750,0.2021999955177307
1735924186.974154,6800,0.17910000681877136
1735924201.389504,6850,0.1873999983072281
1735924215.810296,6900,0.1923000067472458
1735924230.2071095,6950,0.17900000512599945
1735924244.6278484,7000,0.17170000076293945
1735924259.036471,7050,0.16979999840259552
1735924273.4370325,7100,0.18019999563694
1735924287.8610828,7150,0.19539999961853027
1735924302.3064184,7200,0.17659999430179596
1735924316.7196374,7250,0.1898999959230423
1735924331.1272326,7300,0.18950000405311584
1735924345.567058,7350,0.1867000013589859
1735924359.9939945,7400,0.17489999532699585
1735924374.4134965,7450,0.17229999601840973
1735924388.834566,7500,0.19110000133514404
1735924403.3321898,7550,0.19140000641345978
1735924417.831937,7600,0.1873999983072281
1735924432.4332166,7650,0.20010000467300415
1735924447.1134129,7700,0.18559999763965607
1735924461.7708569,7750,0.17749999463558197
1735924476.411087,7800,0.2125999927520752
1735924491.0437624,7850,0.1754000037908554
1735924505.654929,7900,0.18539999425411224
1735924520.2779825,7950,0.17110000550746918
1735924534.8377397,8000,0.1906999945640564
1735924549.3772392,8050,0.19910000264644623
1735924563.8949752,8100,0.16899999976158142
1735924578.380417,8150,0.20649999380111694
1735924592.8361614,8200,0.1940000057220459
1735924607.2746737,8250,0.18970000743865967
1735924621.75395,8300,0.2013999968767166
1735924636.2012978,8350,0.17509999871253967
